CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV,CAT_MEDV
0.08199,0,13.93,0,0.437,7.009,43.3,4.4037,4,389,17,10.4,31.7,0
0.13933,0,13.93,0,0.437,7.778,31.1,4.9704,4,389,17,7.37,38.7,0
0.04373,0,13.93,0,0.437,7.449,41,4.9704,4,389,17,7.39,37.1,0
0.14103,0,13.93,0,0.437,4.79,48,7.33,4,389,17,14.84,30.3,0
0.07477,70,3.34,0,0.4,7.344,30.1,7.8378,4,348,14.8,4.97,33.4,0
0.04471,70,3.34,0,0.4,7.041,10,7.8378,4,348,14.8,4.74,39,0
0.04417,70,3.34,0,0.4,7.871,47.4,7.8378,4,348,14.8,7.07,34.8,0
0.03437,34,7.09,0,0.433,7.49,40.4,4.4917,7,339,17.1,9.4,33,0
0.09377,34,7.09,0,0.433,7.494,18.4,4.4917,7,339,17.1,8.77,37.4,0
0.1,34,7.09,0,0.433,7.983,17.7,4.4917,7,339,17.1,4.87,33.1,1
0.04414,33,3.18,0,0.473,7.337,41.1,4.033,7,333,18.4,7.93,37.1,1
0.04479,33,3.18,0,0.473,7.717,48.1,3.37,7,333,18.4,8.93,38.4,0
0.07403,33,3.18,0,0.473,7.43,71.9,3.0993,7,333,18.4,7.47,33.4,1
0.04933,33,3.18,0,0.473,7.849,70.3,3.1837,7,333,18.4,7.43,38.3,0
0.49398,0,9.9,0,0.444,7.734,83.4,3.3174,4,304,18.4,4.44,33.8,0
0.3494,0,9.9,0,0.444,4.973,77.7,3.1034,4,304,18.4,9.97,30.3,0
3.73448,0,9.9,0,0.444,4.973,37.8,3.4194,4,304,18.4,13.74,17.1,0
0.79041,0,9.9,0,0.444,7.133,43.8,3.7403,4,304,18.4,4.98,33.1,0
0.37179,0,9.9,0,0.444,7.033,90.4,3.834,4,304,18.4,11.73,19.4,0
0.37938,0,9.9,0,0.444,7.377,83.8,3.3738,4,304,18.4,7.9,31.7,0
0.3793,0,9.9,0,0.444,7.477,87.3,3.7033,4,304,18.4,9.38,33.8,0
0.34347,0,9.9,0,0.444,4.704,77.7,3.944,4,304,18.4,11.4,17.3,0
0.31837,0,9.9,0,0.444,4.914,83.3,3.9987,4,304,18.4,18.33,17.8,0
0.34433,0,9.9,0,0.444,4.783,71.7,4.0317,4,304,18.4,14.94,19.8,0
0.40303,0,9.9,0,0.444,7.383,77.3,3.4334,4,304,18.4,10.37,33.1,0
0.47447,0,9.9,0,0.444,7.113,48.8,4.0019,4,304,18.4,13.73,31,0
0.1777,0,7.38,0,0.493,7.437,43.3,4.4404,4,387,19.7,7.3,33.8,0
0.18149,0,7.38,0,0.493,7.377,44.3,4.4404,4,387,19.7,7.87,33.1,0
0.34114,0,7.38,0,0.493,7.041,49.9,4.7311,4,387,19.7,7.7,30.4,0
0.38393,0,7.38,0,0.493,4.708,74.3,4.7311,4,387,19.7,11.74,18.4,0
0.34109,0,7.38,0,0.493,7.414,40.1,4.7311,4,387,19.7,7.13,34,0
0.19187,0,7.38,0,0.493,7.431,14.7,4.4149,4,387,19.7,4.08,34.7,0
0.30347,0,7.38,0,0.493,7.313,38.9,4.4149,4,387,19.7,7.14,33,0
0.34103,0,7.38,0,0.493,7.083,43.7,4.4149,4,387,19.7,13.79,33.3,0
0.07717,0,3.34,0,0.47,4.878,34.8,4.3147,4,430,17.9,9.97,19.3,0
0.07734,0,3.34,0,0.47,7.333,17.3,4.3147,4,430,17.9,7.34,33.7,0
0.04444,0,3.34,0,0.47,7.144,33.3,4.8737,4,430,17.9,9.09,19.8,0
0.04033,34,7.07,0,0.4379,4.707,38.4,7.7407,1,304,17.9,13.43,17.1,0
0.03477,34,7.07,0,0.4379,7.031,33.3,7.7407,1,304,17.9,7.83,19.4,0
0.04083,0,4.19,0,0.414,7.317,38.1,7.4484,4,334,30.3,4.78,33.3,0
0.03738,0,4.19,0,0.414,7.31,38.4,7.4484,4,334,30.3,7.74,30.7,0
0.03971,0,4.19,0,0.414,7.037,34.4,4.9843,4,334,30.3,8.01,31.1,0
0.03437,0,4.19,0,0.414,4.879,47.3,4.3311,4,334,30.3,9.8,19.4,0
0.03041,0,4.19,0,0.414,4.894,49.7,4.714,4,334,30.3,10.47,18.4,0
0.03307,0,4.19,0,0.414,7.049,37.3,4.8133,4,334,30.3,8.41,30.7,0
0.04497,0,4.19,0,0.414,4.984,44.4,4.8133,4,334,30.3,9.74,19,0
0.07141,0,4.19,0,0.414,4.978,48.4,4.8133,4,334,30.3,9.39,18.7,0
0.01301,34,1.43,0,0.443,7.341,49.3,7.0379,1,384,14.4,4.49,33.7,1
0.03498,0,1.89,0,0.418,7.44,49.7,7.3779,1,433,14.9,8.74,17.4,0
0.03443,44,3.78,0,0.484,7.797,47.4,4.7331,4,370,17.7,7.18,33.9,0
0.03049,44,3.78,0,0.484,7.874,38.1,7.4744,4,370,17.7,4.71,31.3,1
0.03113,0,4.39,0,0.443,7.014,48.4,8.0137,3,343,18.8,10.43,17.4,0
0.07173,0,4.39,0,0.443,4.898,43.3,8.0137,3,343,18.8,13.77,17.3,0
0.0187,84,4.14,0,0.439,7.417,37.7,8.4343,4,341,17.9,7.37,33.1,0
0.01401,80,3.01,0,0.434,7.734,39.7,8.344,4,380,17,4.99,34.4,0
0.03899,40,1.34,0,0.439,7.939,34.4,8.7931,1,334,19.7,4.89,37.7,0
0.07311,40,1.34,0,0.439,7.49,44.4,8.7931,1,334,19.7,4.98,33.9,0
0.0794,70,1.79,0,0.411,7.479,34.9,10.7103,4,411,18.3,4.49,34.1,0
0.07344,70,1.79,0,0.411,4.884,18.4,10.7103,4,411,18.3,7.79,18.7,0
0.01709,90,3.03,0,0.41,7.738,37.1,13.1374,4,187,17,4.4,30.1,1
0.04301,80,1.91,0,0.413,4.773,31.9,10.4847,4,334,33,8.04,18.3,0
0.10749,80,1.91,0,0.413,4.937,19.4,10.4847,4,334,33,4.47,30.7,0
8.98397,0,18.1,1,0.77,7.313,97.4,3.1333,34,777,30.3,17.7,17.8,0
3.8497,0,18.1,1,0.77,7.394,91,3.4043,34,777,30.3,13.37,31.7,0
4.30177,0,18.1,1,0.77,7.137,83.4,3.7337,34,777,30.3,11.48,33.7,0
4.37131,0,18.1,0,0.77,7.113,81.3,3.4091,34,777,30.3,13.77,33.7,0
4.44193,0,18.1,0,0.77,7.398,88,3.4183,34,777,30.3,7.79,34,0
3.83784,0,18.1,0,0.77,7.341,91.1,3.3944,34,777,30.3,14.19,19.9,0
3.77833,0,18.1,0,0.77,4.373,97.3,3.1037,34,777,30.3,10.19,30.8,0
4.33339,0,18.1,1,0.77,4.803,89,1.9047,34,777,30.3,14.74,17.8,0
3.47438,0,18.1,1,0.718,8.78,83.9,1.9047,34,777,30.3,4.39,31.9,0
4.44487,0,18.1,0,0.718,3.471,87.9,1.7133,34,777,30.3,7.13,37.4,0
3.79794,0,18.1,0,0.718,4.973,91.4,1.7433,34,777,30.3,14,31.9,0
13.4333,0,18.1,0,0.731,3.873,100,1.4107,34,777,30.3,13.33,33.1,0
4.89833,0,18.1,0,0.731,4.97,100,1.3334,34,777,30.3,3.37,40,1
4.77998,0,18.1,1,0.731,7.783,97.8,1.3477,34,777,30.3,3.73,40,1
7.43877,0,18.1,1,0.731,7.017,97.4,1.3034,34,777,30.3,3.97,40,1
9.3333,0,18.1,0,0.731,7.317,100,1.1791,34,777,30.3,9.43,40,1
8.37734,0,18.1,1,0.778,4.874,89.7,1.1397,34,777,30.3,8.88,40,1
11.1081,0,18.1,0,0.778,4.907,100,1.1743,34,777,30.3,34.77,13.8,0
18.4983,0,18.1,0,0.778,4.138,100,1.137,34,777,30.3,37.97,13.8,0
19.7091,0,18.1,0,0.771,7.313,97.9,1.3173,34,777,30.3,13.44,14,0
14.388,0,18.1,0,0.771,7.749,93.3,1.3449,34,777,30.3,33.34,13.9,0
9.83349,0,18.1,0,0.771,7.794,98.8,1.348,34,777,30.3,31.34,13.3,0
33.7483,0,18.1,0,0.771,7.38,97.3,1.3871,34,777,30.3,33.79,13.1,0
17.8777,0,18.1,0,0.771,7.333,100,1.3871,34,777,30.3,31.78,10.3,0
88.9773,0,18.1,0,0.771,7.978,91.9,1.4174,34,777,30.3,17.31,10.4,0
14.8744,0,18.1,0,0.771,7.444,99.1,1.4193,34,777,30.3,31.08,10.9,0
9.18703,0,18.1,0,0.7,4.437,100,1.4804,34,777,30.3,33.7,11.3,0
7.99348,0,18.1,0,0.7,4.43,100,1.4331,34,777,30.3,34.47,13.3,0
30.0849,0,18.1,0,0.7,4.378,91.3,1.4394,34,777,30.3,30.73,8.8,0
17.8118,0,18.1,0,0.7,4.377,98.1,1.4371,34,777,30.3,30.81,7.3,0
34.3938,0,18.1,0,0.7,4.743,100,1.4773,34,777,30.3,38.38,10.4,0
33.4971,0,18.1,0,0.7,4,89.4,1.4184,34,777,30.3,31.99,7.4,0
14.3337,0,18.1,0,0.7,4.88,100,1.4894,34,777,30.3,30.73,10.3,0
8.14174,0,18.1,0,0.7,4.39,98.9,1.7381,34,777,30.3,30.84,11.4,0
7.97314,0,18.1,0,0.7,4.713,97,1.9374,34,777,30.3,17.11,14.1,0
4.39304,0,18.1,0,0.7,7.041,83.4,3.1778,34,777,30.3,18.77,33.3,0
11.4779,0,18.1,0,0.7,4.037,97,1.77,34,777,30.3,34.78,9.7,0
8.74477,0,18.1,0,0.793,7.193,93.7,1.7913,34,777,30.3,14.17,13.8,0
13.3498,0,18.1,0,0.793,4.887,94.7,1.7831,34,777,30.3,17.34,13.7,0
8.71774,0,18.1,0,0.793,7.471,98.8,1.7347,34,777,30.3,17.13,13.1,0
4.87304,0,18.1,0,0.793,7.404,97,1.7778,34,777,30.3,19.37,13.4,0
7.77303,0,18.1,0,0.793,4.747,98.9,1.7334,34,777,30.3,19.93,8.4,0
38.3418,0,18.1,0,0.793,4.443,100,1.4897,34,777,30.3,30.49,4,0
9.91744,0,18.1,0,0.793,4.843,77.8,1.4004,34,777,30.3,39.97,7.3,0
34.0471,0,18.1,0,0.793,4.987,100,1.4888,34,777,30.3,37.77,4.7,0
14.3373,0,18.1,0,0.793,7.343,100,1.4741,34,777,30.3,30.33,7.3,0
9.49471,0,18.1,0,0.793,7.404,100,1.739,34,777,30.3,30.31,13.1,0
34.8017,0,18.1,0,0.793,4.349,97,1.7038,34,777,30.3,19.77,8.3,0
41.4393,0,18.1,0,0.793,4.431,84.4,1.7074,34,777,30.3,37.38,8.4,0
77.9308,0,18.1,0,0.793,4.783,100,1.4344,34,777,30.3,33.98,4,0
30.7173,0,18.1,0,0.749,4.138,100,1.1781,34,777,30.3,33.34,11.9,0
11.9411,0,18.1,0,0.749,4.708,100,1.3843,34,777,30.3,13.13,37.9,0
7.40389,0,18.1,0,0.497,4.717,97.9,1.4447,34,777,30.3,37.4,17.3,0
14.4383,0,18.1,0,0.497,7.843,100,1.4744,34,777,30.3,19.78,37.4,0
41.1348,0,18.1,0,0.497,4.747,100,1.413,34,777,30.3,10.11,14,0
14.0407,0,18.1,0,0.497,7.747,100,1.4374,34,777,30.3,31.33,17.3,0
18.811,0,18.1,0,0.497,4.738,100,1.4439,34,777,30.3,34.37,17.9,0
38.7448,0,18.1,0,0.497,4.144,100,1.4894,34,777,30.3,30.08,17.3,0
44.7471,0,18.1,0,0.793,4.419,100,1.7483,34,777,30.3,37.98,7,0
18.0847,0,18.1,0,0.779,7.434,100,1.8347,34,777,30.3,39.04,7.3,0
10.8343,0,18.1,0,0.779,7.783,90.8,1.8194,34,777,30.3,34.79,7.4,0
34.9407,0,18.1,0,0.779,4.304,89.1,1.7474,34,777,30.3,37.74,10.4,0
73.4341,0,18.1,0,0.779,4.947,100,1.8037,34,777,30.3,30.73,8.8,0
11.8133,0,18.1,0,0.718,7.834,77.4,1.794,34,777,30.3,33.74,8.4,0
11.0874,0,18.1,0,0.718,7.411,100,1.8489,34,777,30.3,14.03,17.7,0
7.03349,0,18.1,0,0.718,7.007,94.3,1.8747,34,777,30.3,14.7,14.3,0
13.0483,0,18.1,0,0.714,4.748,87.7,1.9413,34,777,30.3,14.1,30.8,0
7.04043,0,18.1,0,0.714,7.103,84.1,3.0318,34,777,30.3,33.39,13.4,0
8.79313,0,18.1,0,0.484,4.474,70.7,3.0734,34,777,30.3,17.17,11.7,0
14.8703,0,18.1,0,0.779,4.897,94.4,1.9097,34,777,30.3,34.39,8.3,0
13.3473,0,18.1,0,0.484,4.837,49.7,1.9977,34,777,30.3,14.79,10.3,0
37.7719,0,18.1,0,0.779,7.303,78.7,1.8739,34,777,30.3,14.43,10.9,0
7.37711,0,18.1,0,0.779,7.193,78.1,1.9347,34,777,30.3,31.43,11,0
9.33889,0,18.1,0,0.779,7.38,94.7,1.9783,34,777,30.3,34.08,9.4,0
8.49313,0,18.1,0,0.484,7.348,87.1,3.0437,34,777,30.3,17.74,14.4,0
10.0733,0,18.1,0,0.484,7.833,94.3,3.0883,34,777,30.3,19.79,14.1,0
7.44404,0,18.1,0,0.484,7.434,74.8,3.3004,34,777,30.3,13.03,17.1,0
4.48107,0,18.1,0,0.713,7.437,87.9,3.3148,34,777,30.3,17.33,14.3,0
13.9134,0,18.1,0,0.713,7.308,94,3.3333,34,777,30.3,14.17,11.7,0
11.1704,0,18.1,0,0.74,7.739,94.7,3.1347,34,777,30.3,33.37,13.4,0
14.4308,0,18.1,0,0.74,7.471,93.3,3.0037,34,777,30.3,18.04,9.7,0
14.1773,0,18.1,0,0.74,7.143,100,1.9143,34,777,30.3,37.44,8.7,0
13.7781,0,18.1,0,0.74,4.934,87.9,1.8307,34,777,30.3,34.03,8.4,0
9.39073,0,18.1,0,0.74,4.737,93.9,1.8173,34,777,30.3,33.88,13.8,0
33.0411,0,18.1,0,0.74,4.818,93.4,1.8773,34,777,30.3,33.11,10.4,0
9.73418,0,18.1,0,0.74,7.407,97.3,3.0741,34,777,30.3,19.43,17.1,0
4.77737,0,18.1,0,0.74,7.319,100,3.0048,34,777,30.3,17.49,18.4,0
9.97744,0,18.1,0,0.74,7.484,100,1.9784,34,777,30.3,18.84,14.4,0
13.8033,0,18.1,0,0.74,4.844,97.7,1.8947,34,777,30.3,33.79,10.8,0
10.7718,0,18.1,0,0.74,7.449,94.8,1.9879,34,777,30.3,33.98,11.8,0
7.38807,0,18.1,0,0.74,7.341,97.4,3.073,34,777,30.3,17.79,14.9,0
9.93484,0,18.1,0,0.74,7.341,97.7,3.198,34,777,30.3,17.44,13.7,0
9.33909,0,18.1,0,0.713,7.184,98.7,3.3717,34,777,30.3,18.13,14.1,0
7.43701,0,18.1,0,0.713,7.417,98.3,3.184,34,777,30.3,19.31,13,0
7.71773,0,18.1,0,0.713,7.749,93.7,3.3337,34,777,30.3,17.44,13.4,0
4.44114,0,18.1,0,0.713,7.744,98.3,3.3443,34,777,30.3,17.73,14.3,0
4.09017,0,18.1,0,0.713,7.397,91.8,3.3783,34,777,30.3,17.37,17.1,0
8.34809,0,18.1,0,0.713,7.393,99.3,3.4437,34,777,30.3,17.74,17.8,0
9.41373,0,18.1,0,0.713,7.738,94.1,3.4971,34,777,30.3,18.71,14.9,0
4.74337,0,18.1,0,0.713,7.434,87.4,3.4348,34,777,30.3,18.13,14.1,0
4.77883,0,18.1,0,0.713,4.977,87.9,3.4807,34,777,30.3,19.01,13.7,0
8.30048,0,18.1,0,0.713,4.937,80.3,3.7793,34,777,30.3,17.94,13.4,0
7.74333,0,18.1,0,0.713,7.301,83.7,3.7831,34,777,30.3,17.33,14.9,0
7.80117,0,18.1,0,0.713,7.081,84.4,3.7174,34,777,30.3,14.7,30,0
4.81313,0,18.1,0,0.713,7.701,90,3.4974,34,777,30.3,17.43,17.4,0
3.79311,0,18.1,0,0.713,7.377,88.4,3.4771,34,777,30.3,14.74,17.7,0
7.74493,0,18.1,0,0.713,7.317,83,3.7344,34,777,30.3,13.99,19.4,0
4.83114,0,18.1,0,0.713,7.413,89.9,3.8017,34,777,30.3,10.39,30.3,0
7.83933,0,18.1,0,0.744,7.309,74.4,3.9734,34,777,30.3,13.33,31.4,0
3.1737,0,18.1,0,0.744,4.749,48.3,3.0774,34,777,30.3,14.13,19.9,0
3.77498,0,18.1,0,0.744,4.943,84.7,3.8714,34,777,30.3,17.14,19,0
4.43338,0,18.1,0,0.484,7.003,94.4,3.4403,34,777,30.3,31.33,19.1,0
14.4747,0,18.1,0,0.48,4.937,71,3.9084,34,777,30.3,18.13,19.1,0
13.0741,0,18.1,0,0.48,4.713,47.7,3.8337,34,777,30.3,14.77,30.1,0
4.34879,0,18.1,0,0.48,7.177,84,3.0334,34,777,30.3,17.39,19.9,0
4.03841,0,18.1,0,0.433,7.339,90.7,3.0993,34,777,30.3,13.87,19.7,0
3.47878,0,18.1,0,0.48,7.437,74,3.8974,34,777,30.3,14.37,33.3,0
4.74789,0,18.1,0,0.714,7.98,77.7,3.4339,34,777,30.3,11.77,39.8,0
8.04479,0,18.1,0,0.484,4.437,94.4,3.4398,34,777,30.3,18.14,13.8,0
7.39313,0,18.1,0,0.484,7.173,97.4,3.307,34,777,30.3,34.1,13.3,0
4.87141,0,18.1,0,0.714,7.484,93.7,3.3043,34,777,30.3,18.78,17.7,0
14.0334,0,18.1,0,0.714,4.304,97.3,3.1007,34,777,30.3,34.91,13,0
10.333,0,18.1,0,0.714,7.184,97.7,3.1704,34,777,30.3,18.03,14.7,0
14.3337,0,18.1,0,0.714,7.339,88,1.9413,34,777,30.3,13.11,31.4,0
4.83401,0,18.1,0,0.433,7.343,74.7,3.4343,34,777,30.3,10.74,33,0
4.70818,0,18.1,0,0.433,7.74,74.9,3.3317,34,777,30.3,7.74,33.7,0
4.73117,0,18.1,0,0.433,7.071,77,3.4107,34,777,30.3,7.01,34,0
3.81838,0,18.1,0,0.433,4.773,40.3,4.0983,34,777,30.3,10.43,31.8,0
3.37847,0,18.1,0,0.483,4.871,41.9,3.734,34,777,30.3,13.34,30.7,0
3.77377,0,18.1,0,0.483,7.313,41.9,3.9917,34,777,30.3,10.48,31.3,0
4.79174,0,18.1,0,0.483,7.114,79.8,3.4449,34,777,30.3,14.98,19.1,0
4.83477,0,18.1,0,0.483,4.904,43.3,3.1433,34,777,30.3,11.44,30.7,0
0.14087,0,37.74,0,0.709,4.444,93.7,1.8309,4,711,30.1,18.07,14.3,0
0.18337,0,37.74,0,0.709,4.414,98.3,1.7444,4,711,30.1,33.97,7,0
0.30747,0,37.74,0,0.709,4.093,98,1.8337,4,711,30.1,39.78,8.1,0
0.10474,0,37.74,0,0.709,4.983,98.8,1.8781,4,711,30.1,18.07,13.7,0
0.11133,0,37.74,0,0.709,4.983,83.4,3.1099,4,711,30.1,13.34,30.1,0
0.17331,0,9.79,0,0.484,4.707,44,3.3817,7,391,19.3,13.01,31.8,0
0.37947,0,9.79,0,0.484,4.937,43.7,3.3817,7,391,19.3,13.49,34.4,0
0.17899,0,9.79,0,0.484,4.77,38.8,3.7987,7,391,19.3,17.7,33.1,0
0.3897,0,9.79,0,0.484,4.39,73.9,3.7987,7,391,19.3,31.14,19.7,0
0.37838,0,9.79,0,0.484,4.794,70.7,3.8937,7,391,19.3,14.1,18.3,0
0.33913,0,9.79,0,0.484,7.019,74.3,3.4091,7,391,19.3,13.93,31.3,0
0.17783,0,9.79,0,0.484,4.479,73.4,3.3999,7,391,19.3,14.1,17.4,0
0.33438,0,9.79,0,0.484,7.037,79.7,3.4983,7,391,19.3,14.33,17.8,0
0.07373,0,11.93,0,0.473,7.493,79.1,3.4787,1,373,31,9.77,33.4,0
0.04437,0,11.93,0,0.473,7.13,77.7,3.3874,1,373,31,9.08,30.7,0
0.07077,0,11.93,0,0.473,7.977,91,3.1774,1,373,31,4.74,33.9,0
0.10949,0,11.93,0,0.473,7.794,89.3,3.3889,1,373,31,7.48,33,0
0.04741,0,11.93,0,0.473,7.03,80.8,3.404,1,373,31,7.88,11.9,0
